,Dateof_Listing,Term,LoanStatus,BorrowerRate,Prosper_Rating,Listing,Occupation,EmploymentStatus,HomeOwner,DelinquenciesLast7Years,MonthlyIncome,LoanKey,OnTimeProsperPayments,Amountof_Loan
63323,2011-10-23 18:05:02.837,36,Chargedoff,0.2574,D,1,Professional,Full-time,False,8.0,5000.0,CD9536328454471768BB7F9,52.0,10000
63324,2009-09-07 21:02:22.603,36,Chargedoff,0.35,E,1,Sales - Retail,Full-time,False,12.0,2416.666667,F62C3567278912730D17CA5,12.0,1500
63325,2012-06-15 18:24:54.157,36,Current,0.2287,D,2,Food Service Management,Employed,True,0.0,10625.0,FF7336529127967406DF760,10.0,2000
63329,2012-08-27 14:21:37.983,60,Current,0.2181,C,1,Other,Employed,False,0.0,1250.0,566D3659879940453A2DD20,34.0,14500
63331,2012-06-26 17:06:47.377,60,Current,0.183,B,1,Truck Driver,Employed,False,2.0,3083.333333,175436545877023932FA029,15.0,7000
63338,2012-12-01 07:45:38.867,60,Past Due (91-120 days),0.1223,A,1,Investor,Employed,True,0.0,6000.0,6248366847959657890CA8B,27.0,15000
63345,2013-10-14 15:40:21.327,60,Current,0.195,C,1,Administrative Assistant,Employed,True,0.0,3125.0,7E2836955095166854585C3,11.0,10000
63348,2013-08-02 07:25:12.017,36,Current,0.1559,B,1,Accountant/CPA,Employed,True,0.0,6083.333333,7F2C3689833920205363418,5.0,10000
63360,2010-05-28 12:30:32.003,36,Completed,0.11,A,1,Other,Full-time,True,0.0,5333.333333,14AC35887372553131B8E47,38.0,4000
63363,2012-10-17 19:26:01.557,36,Completed,0.1299,A,1,Skilled Labor,Employed,True,0.0,4875.0,D48A366349585775693BB97,7.0,3000
63366,2012-06-27 17:30:57.217,36,Completed,0.0964,A,2,Professional,Employed,True,0.0,6333.333333,02CA3656163399549A52489,17.0,6000
63368,2013-05-22 23:31:17.310,60,Current,0.1519,B,2,Police Officer/Correction Officer,Employed,True,0.0,4143.333333,440C36833958334194F5CF8,19.0,8000
63380,2011-09-10 19:39:01.383,36,Current,0.1029,A,1,Other,Full-time,False,11.0,3500.0,EE3136310876035711944F7,13.0,5000
63387,2009-09-04 11:35:30.917,36,Completed,0.103,A,1,Professional,Full-time,True,0.0,9000.0,ABE735688013679545D9E12,16.0,10000
63389,2013-07-17 13:45:08.227,60,Current,0.1649,B,2,Professional,Employed,False,22.0,11525.0,0D7A3688779964651A6A7A8,9.0,31600
63395,2013-07-08 05:28:26.153,60,Current,0.2672,D,1,Other,Employed,True,3.0,4750.0,28CD3687278462220EF13C5,48.0,10000
63400,2009-10-26 19:45:42.783,36,Completed,0.2495,D,1,Computer Programmer,Full-time,False,0.0,4375.0,52EB3571177951897AF6275,21.0,5000
63403,2011-11-02 12:11:49.450,36,Completed,0.0799,AA,1,Fireman,Full-time,True,0.0,10833.333333,09C9363484821405695C856,10.0,24500
63412,2012-04-06 10:06:17.500,36,Current,0.1449,B,1,Professional,Full-time,False,5.0,4666.666667,DBAD3648820403409D12BD6,21.0,2000
63413,2011-03-15 19:56:35.993,36,Completed,0.1699,C,2,Tradesman - Mechanic,Employed,False,3.0,3066.666667,9F2C3614183665582857C3B,48.0,2000
63446,2013-03-30 16:55:13.347,60,Current,0.1769,B,1,Other,Employed,False,0.0,3583.333333,FD8136787602509337672E3,14.0,10000
63447,2010-11-02 14:57:13.670,36,Completed,0.35,HR,1,Student - College Graduate Student,Employed,True,0.0,1250.0,F850360388247989022EC7F,28.0,1200
63457,2013-08-16 13:44:03.090,36,FinalPaymentInProgress,0.1299,A,1,Professional,Employed,True,0.0,7047.166667,8C5436910609342363DABD3,14.0,15000
63461,2011-03-04 20:11:42.193,60,Completed,0.1399,B,1,Other,Employed,False,0.0,3583.333333,827C3614949899656B86F09,6.0,8000
63465,2013-09-08 18:35:54.877,36,Current,0.0605,AA,1,Professional,Employed,False,0.0,5616.666667,759A369316907509162DFC8,7.0,20000
63472,2012-10-11 05:38:40.790,36,Current,0.1774,C,1,Professional,Self-employed,False,0.0,20833.333333,8946366451746432892B9C1,16.0,15000
63477,2009-09-16 10:00:11.900,36,Chargedoff,0.35,E,1,Professional,Full-time,True,0.0,6250.0,6004356879579106369AF25,8.0,2000
63486,2012-07-05 09:56:25.277,60,Past Due (1-15 days),0.3304,E,1,Skilled Labor,Employed,True,2.0,3750.0,2A7E36549305490754F00B3,39.0,4000
63487,2013-12-11 18:19:37.457,36,Current,0.1039,A,15,Truck Driver,Employed,True,3.0,4166.666667,8D1D37022095252054BC4C5,23.0,5000
63492,2011-03-28 07:54:35.257,36,Completed,0.2899,E,7,Analyst,Employed,True,0.0,8500.0,953A36159065415792F2FE5,34.0,4000
63494,2012-03-20 16:21:41.180,36,Current,0.1449,B,1,Other,Employed,False,0.0,4333.333333,66CC3645708423501FAE9D4,9.0,4000
63499,2014-02-14 10:28:33.210,36,Current,0.0809,AA,7,Realtor,Employed,False,1.0,5666.666667,4CB93707274208565FCC438,46.0,13000
63501,2013-10-16 21:25:51.540,36,Current,0.231,D,1,Other,Self-employed,False,0.0,8333.333333,27573695697647105D1CA36,16.0,4000
63505,2012-06-01 23:28:47.923,12,Completed,0.1304,C,1,Other,Employed,True,1.0,5416.666667,97683654125004960E43255,26.0,2000
63517,2013-02-18 19:59:11.917,36,Chargedoff,0.1824,C,1,Waiter/Waitress,Employed,False,0.0,1666.666667,348936758126278970E128B,6.0,6000
63520,2012-04-09 10:32:41.873,36,Current,0.1449,B,7,Other,Employed,False,0.0,601.666667,581D36481597656099A3CE1,53.0,6000
63524,2012-11-14 09:22:32.490,60,Current,0.1752,B,1,Engineer - Mechanical,Employed,True,0.0,9416.666667,893336664132669065A7C52,22.0,14250
63535,2011-01-30 09:46:24.750,36,Completed,0.2499,D,1,Teacher,Employed,True,2.0,5333.333333,16A9361259018335582BF1F,30.0,6100
63540,2012-03-24 08:20:55.853,60,Current,0.1296,A,3,Construction,Employed,True,0.0,2416.666667,42C436467234697074F9FF9,1.0,10000
63541,2009-12-10 07:31:16.013,36,Completed,0.2965,E,5,Psychologist,Full-time,True,0.0,4500.0,C6E63579460447930882057,15.0,3000
63558,2012-08-19 12:19:29.203,36,Chargedoff,0.3177,HR,7,Other,Employed,False,2.0,6250.0,50273659781486474899CB5,9.0,4000
63582,2013-04-23 17:09:09.530,36,Completed,0.1599,B,1,Police Officer/Correction Officer,Employed,False,0.0,2715.666667,3A423679972789769AE1828,11.0,2000
63590,2013-05-20 05:33:19.397,36,Current,0.1639,B,18,Other,Full-time,True,34.0,8083.333333,8D233682950254412497DE3,19.0,2000
63591,2010-12-12 07:10:38.647,36,Completed,0.2775,D,7,Engineer - Mechanical,Full-time,True,0.0,10000.0,48D03607316243134130D9A,6.0,4500
63594,2011-04-28 07:20:55.560,36,Completed,0.2199,D,3,Engineer - Mechanical,Employed,False,0.0,3891.666667,21DF361844102049219BB42,16.0,6500
63596,2012-03-27 13:23:25.570,36,Completed,0.1874,C,2,Professional,Employed,True,0.0,5000.0,4FAD3647309105547275E94,40.0,7000
63603,2012-11-17 08:13:25.060,36,Current,0.1599,B,3,Other,Self-employed,True,0.0,9166.666667,612D3668825706046E5E250,75.0,14999
63616,2013-04-13 08:29:05.670,36,Past Due (31-60 days),0.0699,AA,16,Other,Employed,True,0.0,6666.666667,2B1836803663044862D661C,7.0,2500
63618,2014-01-11 07:14:31.517,60,Current,0.197,C,13,Nurse (RN),Employed,True,4.0,4083.333333,1BF73707147883751D3631F,2.0,12000
63621,2013-12-10 11:54:44.487,60,Current,0.208,D,3,Accountant/CPA,Self-employed,False,0.0,5000.0,2841370067648437084DA3F,43.0,10000
63629,2012-12-28 07:03:31.710,60,Completed,0.1982,B,3,Clerical,Employed,True,0.0,4000.0,F7B936719364326671F9B73,3.0,15000
63636,2010-02-17 17:41:36.740,36,Completed,0.185,C,1,Accountant/CPA,Full-time,True,3.0,6833.333333,4BB735810297663479C1B9B,29.0,3100
63638,2011-01-17 11:05:06.313,36,Completed,0.2499,D,6,Other,Full-time,False,2.0,3750.0,A39336127759336073E5A60,11.0,5000
63642,2014-02-25 17:32:22.567,60,Current,0.1029,A,2,Administrative Assistant,Employed,False,0.0,3420.0,E7D137073007208071442FB,11.0,7800
63659,2013-06-03 16:55:09.313,36,Completed,0.1679,B,7,Social Worker,Employed,False,7.0,5416.666667,729B36845033620421A011A,31.0,2500
63678,2011-03-09 10:20:24.233,36,Current,0.0829,A,1,Teacher,Full-time,False,0.0,2666.666667,49CE3618790833041C3D97D,50.0,6000
63683,2014-02-16 05:27:51.847,36,Current,0.1355,B,1,Skilled Labor,Employed,False,5.0,4333.333333,5456370779442583288B062,1.0,15000
63696,2012-07-23 10:25:20.353,60,Completed,0.3185,E,2,Computer Programmer,Employed,True,21.0,9833.333333,499B365963273236792E723,1.0,4000
63704,2009-09-21 21:06:05.357,36,Completed,0.35,E,5,Sales - Retail,Part-time,False,1.0,1000.0,32873568656947650C42B75,14.0,1500
63706,2011-05-27 04:33:50.793,36,Chargedoff,0.3099,E,7,Skilled Labor,Full-time,False,0.0,1333.333333,19CA362021615983031A173,5.0,2500
63717,2010-08-16 10:30:15.677,36,Completed,0.33,HR,1,Professional,Full-time,True,0.0,8291.666667,2F223596898899087967DC0,23.0,3500
63725,2013-01-02 12:09:30.657,36,Current,0.3134,HR,1,Administrative Assistant,Employed,False,0.0,3250.0,6DF436713203122300AE008,95.0,4000
63726,2009-11-04 13:33:39.020,36,Chargedoff,0.104,A,1,Administrative Assistant,Full-time,False,0.0,5500.0,D5593571982458463F92E75,54.0,4000
63728,2012-06-17 18:27:43.917,60,Current,0.3304,E,3,Professional,Self-employed,False,0.0,6441.666667,0DEC36544876374748BF23B,22.0,4000
63730,2011-03-05 12:37:15.727,36,FinalPaymentInProgress,0.2899,E,3,Truck Driver,Employed,True,0.0,12500.0,B1663614016866601538408,34.0,7500
63737,2012-06-14 14:05:59.763,36,Completed,0.0649,AA,1,Nurse (RN),Full-time,True,1.0,5416.666667,EF8B365328177749575DCF8,28.0,6500
63738,2012-07-10 18:34:08.633,36,Completed,0.0964,A,1,Executive,Full-time,True,0.0,4166.666667,CDF73657223890825DA1292,5.0,25000
63756,2009-11-09 14:27:35.233,36,Completed,0.105,AA,1,Nurse (RN),Full-time,True,0.0,10833.333333,9AC13573705980209CDE1C9,13.0,14000
63770,2012-10-22 11:02:47.373,60,Current,0.1223,A,1,Analyst,Employed,True,0.0,7077.5,98983666089749476E971A3,29.0,9600
63776,2010-10-04 09:40:18.880,36,Completed,0.22,D,7,Other,Other,False,0.0,5000.0,858A359972146295109E752,9.0,2500
63780,2011-10-13 09:12:56.187,36,Completed,0.111,A,3,Sales - Retail,Employed,True,0.0,6250.0,780C36331464695437B89CC,53.0,10000
63781,2014-02-09 15:26:16.480,60,Current,0.1875,C,1,Other,Self-employed,False,9.0,4166.666667,11383705904937532FC0B14,15.0,10000
63786,2011-05-13 10:18:06.557,36,Completed,0.2899,E,1,Other,Full-time,True,0.0,5666.666667,4A4C3619711201215CDD93F,12.0,3000
63794,2014-01-07 17:29:00.257,60,Current,0.1905,C,2,Police Officer/Correction Officer,Employed,False,0.0,3363.25,AE0D37039765578396ABC57,2.0,10000
63795,2013-11-12 21:14:40.467,60,Current,0.1249,A,13,Social Worker,Employed,False,0.0,5083.333333,3CC23698621991729F5E999,12.0,16500
63798,2010-08-19 16:13:33.190,36,Completed,0.1365,B,1,Other,Employed,True,0.0,4490.0,342F3595683424654A851DB,10.0,4500
63805,2013-04-12 18:28:29.417,36,Current,0.1249,A,20,Executive,Employed,True,0.0,12916.666667,F0973680567975266E013B4,12.0,10000
63815,2013-05-20 06:38:16.800,60,Current,0.1474,B,1,Military Enlisted,Employed,True,0.0,6000.0,405336839260744246DA371,10.0,13500
63816,2013-11-04 12:45:58.577,36,Current,0.105,A,20,Engineer - Mechanical,Employed,True,12.0,8333.333333,25BC369687933599003CA67,9.0,6000
63822,2012-04-03 10:36:00.280,36,Completed,0.1874,C,1,Administrative Assistant,Full-time,True,6.0,4583.333333,894B364843028089596B53B,18.0,12000
63842,2013-04-01 13:04:04.207,60,Current,0.2916,E,1,Civil Service,Employed,True,3.0,9000.0,5F583678117679318FF0B3D,25.0,4000
63846,2012-06-12 04:00:36.343,36,Current,0.2999,E,18,Other,Employed,True,1.0,2012.5,E712365395625728585CCC7,11.0,2000
63849,2013-08-15 07:41:10.517,36,Past Due (16-30 days),0.3134,HR,1,Other,Not employed,True,0.0,0.0,00B2369033316092050F134,14.0,3000
63851,2013-09-16 08:20:38.393,36,Current,0.152,B,2,Engineer - Mechanical,Employed,False,0.0,7583.333333,C73D36942102635421FEF56,14.0,5000
63865,2009-11-16 10:24:33.407,36,Completed,0.35,HR,7,Flight Attendant,Full-time,True,5.0,3750.0,FA863573506592906E7E132,17.0,3100
63880,2013-03-18 11:01:28.467,60,Current,0.2359,D,14,Other,Employed,True,9.0,1965.0,CB253677721479865374E67,5.0,2300
63889,2014-01-03 16:34:27.070,36,Current,0.1585,C,1,Teacher,Employed,False,47.0,6145.25,D75237023316493550467FA,30.0,4000
63895,2010-09-23 12:18:37.583,36,Completed,0.35,HR,1,Teacher,Employed,True,6.0,5000.0,214C36002308470294D5499,10.0,2700
63909,2013-08-13 11:44:09.490,36,Current,0.1089,A,1,Sales - Commission,Full-time,True,0.0,3750.0,4BF436913499458273B093F,35.0,10000
63915,2012-08-24 07:38:51.077,36,Completed,0.0974,A,1,Computer Programmer,Employed,True,0.0,9000.0,C60E366001299077385E22A,33.0,24000
63916,2012-01-18 07:24:23.363,60,Current,0.2737,D,1,Civil Service,Employed,True,1.0,3333.333333,6EB236417969999739A7596,47.0,8000
63917,2012-08-21 18:22:58.270,60,Current,0.1346,A,6,Postal Service,Full-time,False,3.0,4833.333333,B14A3668982446776E79AED,35.0,6000
63920,2010-04-18 21:52:34.270,36,Completed,0.26,D,1,Administrative Assistant,Full-time,True,0.0,3833.333333,EF61358506085376792714E,19.0,3777
63928,2012-09-11 04:52:33.793,60,Current,0.2181,C,13,Waiter/Waitress,Employed,True,11.0,2165.083333,034A3660891670098E9A2DA,29.0,4000
63937,2012-06-11 04:41:45.507,60,Chargedoff,0.261,D,1,Food Service,Employed,False,0.0,1000.0,EDF9365336111717947236D,8.0,3000
63948,2010-11-29 13:10:39.547,36,Completed,0.2775,D,3,Executive,Self-employed,False,0.0,6333.333333,28CE3605442138860AD2DE9,25.0,7500
63955,2011-11-30 13:56:28.270,36,Completed,0.1074,A,3,Professional,Full-time,True,0.0,5916.666667,59E23637410153091E90BF1,37.0,8500
63957,2013-07-07 10:39:53.377,36,Current,0.1153,A,2,Truck Driver,Self-employed,True,2.0,7000.0,D37136882226678969CC361,53.0,3000
63959,2012-06-25 09:06:44.473,36,Current,0.1469,B,3,Sales - Retail,Employed,True,0.0,6250.0,547B3654953586816B2ADEB,67.0,12500
63960,2011-01-13 12:52:49.087,36,Completed,0.0849,A,1,Professional,Employed,True,0.0,7583.333333,0C943609868300506DFC02B,34.0,7350
63964,2013-08-25 08:05:15.413,60,Current,0.1519,B,1,Postal Service,Employed,True,0.0,5782.75,DED93690980450708038930,18.0,12000
63974,2013-11-25 15:22:20.797,36,Current,0.1039,A,2,Executive,Employed,True,0.0,14583.333333,50B436991598840950E3DCF,95.0,10000
63996,2012-07-09 13:22:44.397,36,Current,0.2324,D,1,Professional,Employed,False,0.0,4666.5,8C343657628495254A3D4FC,4.0,5300
64003,2013-08-20 07:08:57.970,36,Current,0.1639,B,1,Analyst,Employed,True,0.0,4250.0,637E3690589229028B32B7D,1.0,2000
64006,2011-02-03 23:08:34.240,36,Completed,0.1799,C,1,Police Officer/Correction Officer,Employed,False,0.0,5333.333333,6AE23610317745157DEDB8B,31.0,7500
64030,2011-09-22 16:40:48.970,36,Current,0.3099,E,7,Scientist,Full-time,True,0.0,4833.333333,F9AA3630638748059AA7C52,11.0,6000
64032,2013-04-30 17:49:26.363,36,Current,0.2099,C,1,Other,Employed,False,1.0,4166.666667,4F14368431793131228EF6F,19.0,4800
64042,2013-04-15 17:45:41.477,36,Current,0.1824,C,1,Other,Employed,False,0.0,2750.0,2E44368036736934996C388,35.0,2000
64047,2013-08-06 08:55:11.613,36,Current,0.1089,A,1,Professional,Employed,True,0.0,7833.333333,54CC369043068851414F235,56.0,4000
64049,2013-06-04 17:39:21.127,60,Current,0.1984,C,1,Landscaping,Employed,False,0.0,2333.333333,F99A36860167339957E31E6,17.0,4000
64058,2013-07-10 13:58:21.850,36,Current,0.0759,AA,1,Analyst,Employed,False,0.0,27500.0,685336869702097588EF1B7,14.0,11000
64061,2009-11-13 11:13:02.493,36,Completed,0.35,HR,1,Other,Full-time,False,2.0,3000.0,43AA3574064462219AD4803,15.0,1000
64067,2013-10-28 12:43:49.277,36,Current,0.0659,AA,3,Computer Programmer,Employed,False,0.0,10000.0,7D8E36984206377488A2A68,0.0,10000
64070,2013-04-17 10:47:59.887,60,Current,0.1519,B,1,Executive,Employed,False,0.0,6973.5,3547367950422213863B764,72.0,15000
64071,2011-05-03 13:06:17.973,60,Current,0.2699,D,1,Retail Management,Full-time,False,4.0,3693.916667,B2C2362229609724301FFD0,11.0,10000
64075,2014-02-09 12:32:28.043,60,Current,0.2235,D,1,Sales - Retail,Self-employed,True,7.0,2666.666667,CD373705181875768E49FEF,16.0,6000
64078,2012-05-07 14:43:22.047,60,Current,0.1385,A,1,Executive,Full-time,True,0.0,8333.333333,D22536496328539101D89C0,22.0,20000
64089,2010-06-08 18:00:37.123,36,Completed,0.135,B,1,Religious,Self-employed,False,0.0,3000.0,11193589594837568B62CC7,21.0,4150
64093,2013-06-20 07:30:30.497,60,Current,0.1269,A,1,Investor,Self-employed,False,0.0,6666.666667,4F42368546744470782E53F,13.0,10000
64094,2011-09-25 06:51:10.793,36,Completed,0.1899,C,1,Other,Full-time,True,0.0,5000.0,16653630734491120886FF2,17.0,15000
64107,2011-10-25 20:52:25.133,36,Completed,0.0799,AA,7,Engineer - Electrical,Retired,False,1.0,1000.0,272A36338741325709FC68E,50.0,2000
64112,2009-12-03 03:02:10.057,36,Completed,0.12,A,1,Analyst,Full-time,False,0.0,10166.666667,0AB2357584462350221E453,23.0,5000
64138,2014-01-13 15:19:05.617,36,Current,0.1655,C,1,Other,Employed,False,0.0,5000.0,AB8337043339433533A3DE8,1.0,13000
64142,2010-01-06 21:47:38.823,36,Completed,0.1,A,7,Realtor,Self-employed,True,0.0,3000.0,25933576712029666CDF254,1.0,3636
64148,2013-08-12 21:33:48.250,36,Current,0.0849,AA,3,Sales - Commission,Full-time,False,0.0,3750.0,ED293690396823684C24EF8,40.0,8000
64149,2012-07-30 09:34:14.493,36,Completed,0.0974,A,2,Computer Programmer,Employed,True,25.0,8476.0,2A70365782452048527DC2F,10.0,3000
64150,2009-12-08 14:02:55.277,36,Completed,0.06,AA,1,Computer Programmer,Full-time,True,0.0,4166.666667,E1443574654321435729B1A,8.0,1500
64154,2011-01-17 16:39:56.843,60,Chargedoff,0.1999,C,1,Professional,Employed,True,0.0,4333.333333,8E0236174226343265199A3,35.0,15000
64156,2011-08-22 20:19:29.407,36,Current,0.3099,E,1,Analyst,Employed,False,5.0,6666.666667,25C43627963281851447EA8,44.0,7500
64158,2010-05-07 06:10:48.013,36,Completed,0.31,HR,1,Sales - Retail,Full-time,True,6.0,3775.0,8A173588839034272BF334C,57.0,4000
64163,2012-11-13 10:54:23.960,60,Current,0.2827,D,1,Other,Employed,True,0.0,4250.0,F3483670947588847982CE2,15.0,15000
64169,2012-10-12 11:47:16.173,60,Completed,0.1223,A,13,Teacher,Employed,False,0.0,2750.0,61DE36649236968509481B7,7.0,10000
64171,2013-11-26 14:25:21.190,36,Current,0.1314,B,15,Accountant/CPA,Employed,False,0.0,4018.583333,4ACD3698299154152543092,11.0,7000
64175,2012-03-30 18:49:49.327,36,Completed,0.2287,D,1,Other,Employed,False,0.0,2000.0,5FFA3647594955986E9EE67,3.0,15000
64176,2011-10-04 20:20:46.663,36,Current,0.2399,D,1,Attorney,Employed,False,0.0,7083.333333,00E43632723032462DE662E,12.0,5000
64182,2011-11-15 17:41:28.880,36,Current,0.2574,D,1,Military Enlisted,Full-time,False,4.0,3801.166667,13AB36356533386877F2342,65.0,4500
64207,2011-07-14 19:55:27.737,36,Current,0.1899,C,2,Retail Management,Full-time,False,0.0,4416.666667,EFD33624383575390DEF941,28.0,7000
64219,2011-11-09 06:08:54.690,36,Current,0.2574,D,7,Analyst,Employed,True,0.0,5750.0,32E23634777997932B3662B,24.0,2500
64221,2013-11-27 13:46:03.353,36,Current,0.1039,A,2,Tradesman - Mechanic,Employed,True,4.0,4166.666667,176937009481195514B5616,1.0,3000
64229,2012-11-03 06:55:12.350,12,Completed,0.0801,A,1,Attorney,Employed,True,0.0,10000.0,89EF3666143036868955EFC,6.0,13000
64239,2012-03-10 19:04:43.880,36,Defaulted,0.2287,D,7,Postal Service,Employed,False,10.0,4709.0,E25F3646590601137AA15CC,35.0,2000
64240,2012-04-26 07:51:12.220,36,Defaulted,0.1902,C,15,Other,Full-time,False,0.0,7500.0,91F436490635382006D584F,8.0,4000
64246,2012-02-08 18:07:17.223,36,Completed,0.0899,A,3,Administrative Assistant,Employed,False,0.0,6000.0,D6073642817941737F80269,6.0,8000
64248,2013-08-18 07:17:04.000,36,Current,0.1299,A,13,Food Service Management,Employed,True,0.0,5666.666667,ADCD369232365038838B89E,6.0,8000
64251,2011-12-09 12:45:24.443,60,Current,0.2589,C,3,Tradesman - Mechanic,Employed,False,0.0,1833.333333,85783636559227596F0FEEC,19.0,11000
64275,2012-02-16 08:10:06.067,36,Current,0.1874,C,1,Computer Programmer,Self-employed,False,0.0,7916.666667,D91D36426725267440F88AE,67.0,7000
64276,2013-07-01 09:11:48.223,36,Past Due (1-15 days),0.2786,E,1,Principal,Employed,True,0.0,6250.0,957B3685786174088C31A89,9.0,4000
64289,2011-11-04 11:34:13.623,60,Current,0.2605,C,1,Professional,Employed,True,14.0,7016.25,7E403634094186322FA6595,40.0,10000
64291,2011-10-26 09:45:11.803,36,Current,0.1656,B,3,Other,Employed,True,0.0,15416.666667,2A753632634065876F8669B,6.0,11000
64304,2013-05-08 15:31:13.083,60,Current,0.1049,A,1,Sales - Commission,Full-time,True,30.0,8333.333333,548836828968905361014E2,67.0,15000
64305,2012-09-23 18:23:08.510,36,Current,0.3177,HR,1,Computer Programmer,Employed,True,0.0,6941.916667,F403366275375689226FCCC,47.0,4000
64306,2013-12-24 10:34:57.463,60,Current,0.2235,D,1,Other,Employed,False,0.0,2083.333333,82063703358422074B41D96,21.0,2500
64310,2014-01-01 13:34:09.857,60,Current,0.1039,A,1,Executive,Employed,True,0.0,11678.333333,3FCA3703208347520F2852D,1.0,15000
64318,2012-02-29 13:00:13.517,60,Chargedoff,0.1845,B,3,Teacher,Employed,False,0.0,4179.416667,A36536440821532161686B2,6.0,8000
64321,2014-01-08 15:30:00.550,36,Current,0.1314,B,1,Professional,Employed,True,0.0,8583.333333,04EB370530857628743B4AB,35.0,25000
64323,2011-10-21 08:55:37.477,36,Chargedoff,0.111,A,1,Computer Programmer,Full-time,True,0.0,6630.666667,A61A363304930383984CE84,18.0,10500
64338,2012-10-03 12:45:32.393,36,Completed,0.3177,HR,15,Professional,Employed,False,0.0,2916.666667,DE9436626921747317CA267,9.0,3000
64354,2013-09-30 12:53:50.913,60,Completed,0.2849,E,1,Other,Employed,True,0.0,7583.333333,68E9369586648717230224C,21.0,5000
64382,2011-12-21 09:56:17.670,36,Current,0.3073,E,3,Professional,Full-time,True,0.0,5333.333333,23C53637767295494A3EC20,14.0,3000
64396,2014-02-03 06:32:02.140,36,Current,0.3059,HR,2,Accountant/CPA,Employed,True,0.0,13333.333333,30CD37042001966407CAB28,61.0,4000
64403,2012-12-10 12:15:22.150,60,Completed,0.2624,D,14,Skilled Labor,Employed,True,0.0,6416.666667,EE403669245647361155092,1.0,10600
64422,2011-10-19 04:37:54.887,36,Completed,0.316,E,1,Food Service Management,Employed,True,12.0,4966.166667,9E7436322279652149ABE5C,44.0,7500
64430,2013-05-13 06:32:45.050,36,Current,0.2049,C,19,Other,Other,True,0.0,5833.333333,3A893682265682157A33933,18.0,3000
64432,2012-03-27 16:59:03.560,60,Current,0.1296,A,1,Analyst,Employed,True,5.0,5000.0,361F3645941785343CBBCD5,13.0,21000
64434,2011-10-13 11:36:41.617,36,Chargedoff,0.1656,B,3,Police Officer/Correction Officer,Full-time,True,0.0,3241.666667,6EE63632823860149D9CD7E,44.0,8500
64435,2013-07-19 12:57:43.193,36,Current,0.2159,C,18,Accountant/CPA,Employed,True,10.0,12521.25,804F3688682418409D149A6,27.0,13000
64440,2011-10-09 12:41:10.470,36,Current,0.2205,C,1,Clerical,Employed,False,0.0,6000.0,40533632061843246DC0EA9,45.0,15000
64443,2011-10-20 03:37:04.630,36,Chargedoff,0.1656,B,2,Analyst,Employed,True,0.0,3333.333333,25B33632670356582FCF470,4.0,6000
64448,2013-06-28 04:52:55.590,36,Current,0.18,C,3,Sales - Retail,Employed,False,0.0,2458.333333,A8D83697923724300BF8BF3,11.0,2000
64449,2014-02-17 16:37:50.570,36,Current,0.208,D,2,Military Enlisted,Employed,True,0.0,9166.666667,9D72370677955325513092E,5.0,10000
64450,2013-07-11 22:44:47.273,60,Current,0.1984,C,3,Food Service,Self-employed,False,0.0,3500.0,8B4C36884371069353A30FB,13.0,10000
64453,2009-10-22 08:08:02.030,36,Defaulted,0.29,D,1,Computer Programmer,Full-time,True,4.0,4725.0,2E12357102210260900B069,20.0,7499
64456,2013-07-06 06:16:11.617,36,Current,0.1639,B,20,Other,Employed,False,0.0,4166.666667,BA7B3688431060096C1D769,14.0,12000
64458,2013-04-01 03:46:40.537,60,Current,0.2916,E,19,Homemaker,Employed,False,14.0,6250.0,FC0836786683467733CE19C,9.0,4000
64460,2014-02-18 09:49:13.180,36,Current,0.1795,C,2,Construction,Employed,False,19.0,5000.0,E94A370579666840189BECF,5.0,15000
64465,2013-10-15 21:23:47.923,36,Current,0.1099,A,1,Professional,Employed,True,4.0,13416.666667,C40F369722392575858DAD7,13.0,19500
64469,2011-12-28 14:09:41.570,36,Current,0.3073,E,3,Teacher,Employed,True,0.0,4575.5,C2593639088958310453065,45.0,4000
64471,2012-08-26 08:11:01.840,36,Current,0.0974,A,18,Nurse (RN),Employed,True,13.0,9166.666667,8AA23660170829630CFB760,10.0,4000
64474,2011-08-15 07:12:28.160,36,Completed,0.3099,E,1,Other,Employed,False,4.0,3750.0,06A83627840493094C9DF70,35.0,5000
64476,2011-10-30 14:03:44.563,36,Chargedoff,0.2574,D,1,Police Officer/Correction Officer,Employed,False,14.0,7833.333333,7FE03633667792262EE432D,10.0,10000
64481,2012-05-07 16:01:24.543,60,Current,0.2362,C,7,Administrative Assistant,Full-time,True,0.0,4299.5,773D3657055579460BAD599,107.0,7000
64483,2011-07-09 06:30:38.047,36,Completed,0.3099,E,1,Professional,Employed,False,10.0,4166.666667,68853624424287363C3BF60,31.0,6500
64488,2010-11-18 07:03:44.393,36,Completed,0.14,D,6,Other,Full-time,False,0.0,3316.666667,3BBE3603811415086682832,46.0,1000
64495,2012-09-21 05:17:34.310,36,Chargedoff,0.2839,E,15,Other,Other,True,0.0,3166.666667,3D6936630883628439D8F19,9.0,4000
64499,2014-01-20 12:29:04.043,36,Current,0.285,E,1,Attorney,Employed,False,0.0,16416.666667,D4043704159701289D54954,49.0,4000
64500,2012-06-24 14:36:18.130,36,Current,0.1902,C,2,Computer Programmer,Employed,True,3.0,4250.0,97F63655133441156C91E1F,14.0,2000
